name,latitude,longitude,type,color,country
Bylis Ballsh,40.601944,19.740833,First tier,e41a1c,Albania
FK Kukësi,42.078889,20.420278,First tier,e41a1c,Albania
Flamurtari Vlorë,40.455922,19.488986,First tier,e41a1c,Albania
KF Laçi,41.64248,19.711672,First tier,e41a1c,Albania
KF Tirana,41.319,19.811,First tier,e41a1c,Albania
Partizani Tirana,41.318314,19.824075,First tier,e41a1c,Albania
Skënderbeu Korçë,40.625833,20.782778,First tier,e41a1c,Albania
Tërbuni Pukë,42.049924,19.897961,First tier,e41a1c,Albania
Teuta Durrës,41.326081,19.449856,First tier,e41a1c,Albania
Vllaznia Shkodër,42.070031,19.506558,First tier,e41a1c,Albania
ASM d'Oran,35.68338309,-0.6362950802,First tier,e41a1c,Algeria
DRB Tadjenanet,36.1213669,5.979250073,First tier,e41a1c,Algeria
JS Saoura,31.5759533,-2.231404781,First tier,e41a1c,Algeria
MO Béjaïa,36.74938558,5.046302676,First tier,e41a1c,Algeria
RC Arbaâ,36.47903869,2.81047225,First tier,e41a1c,Algeria
RC Relizane,35.73255271,0.5449926853,First tier,e41a1c,Algeria
USM Blida,36.49042952,2.846875191,First tier,e41a1c,Algeria
USM El Harrach,36.73451204,3.131462932,First tier,e41a1c,Algeria
Argentinos Juniors,-34.60611991,-58.47260714,First tier,e41a1c,Argentina
Arsenal de Sarandí,-34.67830551,-58.34056735,First tier,e41a1c,Argentina
Atlético de Rafaela,-31.25080924,-61.48134828,First tier,e41a1c,Argentina
Banfield,-34.75087782,-58.38753819,First tier,e41a1c,Argentina
Belgrano de Córdoba,-31.40351606,-64.2062366,First tier,e41a1c,Argentina
Boca Juniors,-34.63558255,-58.36463749,First tier,e41a1c,Argentina
Club Atlético Vélez Sarsfield,-34.63535744,-58.52066696,First tier,e41a1c,Argentina
Club Olimpo de Bahía Blanca,-38.72712881,-62.27598488,First tier,e41a1c,Argentina
Colón de Santa Fe,-31.6632443,-60.72517991,First tier,e41a1c,Argentina
CSD Defensa y Justicia,-34.82176582,-58.28653693,First tier,e41a1c,Argentina
Estudiantes de La Plata,-34.9137719,-57.98901558,First tier,e41a1c,Argentina
Gimnasia y Esgrima La Plata,-34.91095655,-57.9325819,First tier,e41a1c,Argentina
Godoy Cruz Antonio Tomba,-32.88957894,-68.880018,First tier,e41a1c,Argentina
Huracán,-34.64342542,-58.39650214,First tier,e41a1c,Argentina
Independiente,-34.6701924,-58.3709836,First tier,e41a1c,Argentina
Lanús,-34.7177083,-58.38381529,First tier,e41a1c,Argentina
Newell's Old Boys,-32.95604191,-60.66154718,First tier,e41a1c,Argentina
Nueva Chicago,-34.66803495,-58.49962234,First tier,e41a1c,Argentina
Quilmes,-34.7418329,-58.25193644,First tier,e41a1c,Argentina
Racing Club de Avellaneda,-34.66747903,-58.36857498,First tier,e41a1c,Argentina
River Plate,-34.54532519,-58.44972253,First tier,e41a1c,Argentina
Rosario Central,-32.91399052,-60.67456126,First tier,e41a1c,Argentina
San Lorenzo,-34.65205746,-58.44010949,First tier,e41a1c,Argentina
San Martín de San Juan,-31.51982809,-68.53040814,First tier,e41a1c,Argentina
Unión de Santa Fe,-31.63187117,-60.71571708,First tier,e41a1c,Argentina
Atlético Gimnasia y Esgrima de Mendoza,-32.884249839,-68.8635760546,Second tier,377eb8,Argentina
CA All Boys,-34.6165217622,-58.4977018833,Second tier,377eb8,Argentina
CA Boca Unidos,-27.4837843347,-58.8298881054,Second tier,377eb8,Argentina
CA Central Córdoba de Santiago del Estero,-27.7938202665,-64.2642688751,Second tier,377eb8,Argentina
CA Chacarita Juniors,-34.5674459379,-58.5281395912,Second tier,377eb8,Argentina
CA Douglas Haig,-33.8719165618,-60.5614310503,Second tier,377eb8,Argentina
CA Los Andes,-34.7553029391,-58.4200787544,Second tier,377eb8,Argentina
CA Patronato de la Juventud Católica,-31.7430267338,-60.5075883865,Second tier,377eb8,Argentina
CA Tucuman,-26.8128059698,-65.1992601156,Second tier,377eb8,Argentina
CA Unión (Mar del Plata),-38.0179476705,-57.5823014975,Second tier,377eb8,Argentina
CD Santamarina de Tandil,-37.3329424143,-59.1439533234,Second tier,377eb8,Argentina
Club Atlético Paraná,-31.7475521157,-60.5152487755,Second tier,377eb8,Argentina
Club Ferro Carril Oeste,-34.6185437018,-58.4476679564,Second tier,377eb8,Argentina
Club Guaraní Antonio Franco,-27.3566363463,-55.8958786726,Second tier,377eb8,Argentina
Club Social y Atlético Guillermo Brown de Puerto Madryn,-42.7779208964,-65.0381425023,Second tier,377eb8,Argentina
Club Social y Deportivo Juventud Unida de Gualeguaychú,-33.0077952725,-58.5275816917,Second tier,377eb8,Argentina
Club Sportivo Estudiantes de San Luis,-33.2874451018,-66.3407546282,Second tier,377eb8,Argentina
Club Villa Dálmine,-34.1615562708,-58.977868259,Second tier,377eb8,Argentina
CS Belgrano de San Francisco,-31.4180566713,-62.0796686411,Second tier,377eb8,Argentina
CS Independiente Rivadavia,-32.8906825638,-68.8632059097,Second tier,377eb8,Argentina
Gimnasia y Esgrima de Jujuy,-24.1985521393,-65.2908146381,Second tier,377eb8,Argentina
Instituto AC Córdoba,-31.3837205514,-64.1802513599,Second tier,377eb8,Argentina
Alashkert,40.154605,44.475231,First tier,e41a1c,Armenia
Ararat Yerevan,40.180403,44.494967,First tier,e41a1c,Armenia
Banants,40.171426,44.449938,First tier,e41a1c,Armenia
Gandzasar Kapan,39.207787,46.400674,First tier,e41a1c,Armenia
Mika,40.149373,44.476449,First tier,e41a1c,Armenia
Pyunik,40.221111,44.555278,First tier,e41a1c,Armenia
Shirak,40.785833,43.833333,First tier,e41a1c,Armenia
Ulisses,40.171944,44.525833,First tier,e41a1c,Armenia
Adelaide United,-34.90737785,138.5688829,First tier,e41a1c,Australia
Brisbane Roar,-27.46483833,153.009569,First tier,e41a1c,Australia
Central Coast Mariners,-33.42832539,151.3380915,First tier,e41a1c,Australia
Melbourne City,-37.8250906,144.983713,First tier,e41a1c,Australia
Melbourne Victory,-37.81647994,144.9476212,First tier,e41a1c,Australia
Newcastle Jets,-32.91889454,151.7265719,First tier,e41a1c,Australia
Perth Glory,-31.9457419,115.8698657,First tier,e41a1c,Australia
Sydney FC,-33.88912285,151.2253609,First tier,e41a1c,Australia
Wellington Phoenix,-41.27303304,174.7858018,First tier,e41a1c,Australia
Western Sydney Wanderers,-33.80811593,150.9996825,First tier,e41a1c,Australia
Admira Wacker,48.097515,16.311441,First tier,e41a1c,Austria
Austria Vienna,48.162297,16.387205,First tier,e41a1c,Austria
Grödig,47.743277,13.047529,First tier,e41a1c,Austria
Rapid Wien,48.207211,16.420985,First tier,e41a1c,Austria
Red Bull Salzburg,47.816264,12.998237,First tier,e41a1c,Austria
Rheindorf Altach,47.354121,9.636737,First tier,e41a1c,Austria
Sturm Graz,47.046358,15.454798,First tier,e41a1c,Austria
SV Mattersburg,47.739353,16.406466,First tier,e41a1c,Austria
SV Ried,48.20784,13.478613,First tier,e41a1c,Austria
Wolfsberger AC,46.826233,14.851901,First tier,e41a1c,Austria
FC Liefering,47.8162939818,12.9981833696,Second tier,377eb8,Austria
FC Wacker Innsbruck,47.256001144,11.4111739397,Second tier,377eb8,Austria
Floridsdorfer AC,48.2697938725,16.3938063383,Second tier,377eb8,Austria
Kapfenberger SV,47.4439948732,15.299577713,Second tier,377eb8,Austria
LASK Linz,48.2937100764,14.2765764892,Second tier,377eb8,Austria
SC Austria Lustenau,47.4211043919,9.6528679132,Second tier,377eb8,Austria
SC Wiener Neustadt,47.8226641874,16.2554311752,Second tier,377eb8,Austria
SK Austria Klagenfurt,46.6090871369,14.2802256346,Second tier,377eb8,Austria
SKN Sankt Pölten,48.1923513956,15.6267482042,Second tier,377eb8,Austria
SV Austria Salzburg,47.7916072331,13.0142176151,Second tier,377eb8,Austria
AZAL,40.496833,50.196361,First tier,e41a1c,Azerbaijan
Gabala,40.9852,47.8425,First tier,e41a1c,Azerbaijan
Inter Baku,40.410986,49.897711,First tier,e41a1c,Azerbaijan
Kapaz,40.706111,46.361944,First tier,e41a1c,Azerbaijan
Khazar Lankaran,38.747189,48.857131,First tier,e41a1c,Azerbaijan
Neftchi Baku,40.400163,49.944019,First tier,e41a1c,Azerbaijan
Qarabağ,40.42124,49.99661,First tier,e41a1c,Azerbaijan
Ravan,40.332217,49.817664,First tier,e41a1c,Azerbaijan
Sumgayit,40.6014,49.6747,First tier,e41a1c,Azerbaijan
Zira,40.358927,50.293082,First tier,e41a1c,Azerbaijan
BATE Borisov,54.193056,28.475278,First tier,e41a1c,Belarus
Belshina Bobruisk,52.089828,23.683914,First tier,e41a1c,Belarus
Dinamo Brest,53.881667,27.617222,First tier,e41a1c,Belarus
Dinamo Minsk,52.436717,31.012094,First tier,e41a1c,Belarus
FC Minsk,55.537535,28.648666,First tier,e41a1c,Belarus
Gomel,52.247443,26.804926,First tier,e41a1c,Belarus
Granit Mikashevichi,53.869895,27.65806,First tier,e41a1c,Belarus
Naftan Novopolotsk,55.537535,28.648676,First tier,e41a1c,Belarus
Neman Grodno,53.688861,23.82072,First tier,e41a1c,Belarus
Shakhtyor Salihorsk,52.798333,27.538333,First tier,e41a1c,Belarus
Slavia-Mozyr,52.038889,29.277083,First tier,e41a1c,Belarus
Slutsk,53.021389,27.546111,First tier,e41a1c,Belarus
Torpedo-BelAZ Zhodino,54.092464,28.31971,First tier,e41a1c,Belarus
AA Gent,51.016144,3.733665,First tier,e41a1c,Belgium
Anderlecht,50.834203,4.298287,First tier,e41a1c,Belgium
Charleroi,50.41464,4.453755,First tier,e41a1c,Belgium
Club Brugge,51.193335,3.180598,First tier,e41a1c,Belgium
Kortrijk,50.830375,3.249055,First tier,e41a1c,Belgium
KV Mechelen,51.037193,4.486388,First tier,e41a1c,Belgium
Lokeren,51.116581,3.987444,First tier,e41a1c,Belgium
Moeskroen-Péruwelz,50.883137,3.429058,First tier,e41a1c,Belgium
OH Leuven,50.868315,4.694417,First tier,e41a1c,Belgium
Oostende,51.216871,2.886593,First tier,e41a1c,Belgium
Racing Genk,51.004978,5.533274,First tier,e41a1c,Belgium
Standard,50.609906,5.543547,First tier,e41a1c,Belgium
STVV,50.813481,5.166326,First tier,e41a1c,Belgium
Waasland-Beveren,51.214181,4.243875,First tier,e41a1c,Belgium
Westerlo,51.094765,4.928883,First tier,e41a1c,Belgium
Zulte Waregem,50.733827,3.211134,First tier,e41a1c,Belgium
Antwerp,51.232389,4.472149,Second tier,377eb8,Belgium
Cercle Brugge,51.193335,3.180598,Second tier,377eb8,Belgium
Coxyde,51.107691,2.652166,Second tier,377eb8,Belgium
Deinze,50.983864,3.520398,Second tier,377eb8,Belgium
Dessel Sport,51.238592,5.08933,Second tier,377eb8,Belgium
Geel,51.170306,4.968355,Second tier,377eb8,Belgium
Heist,51.066703,4.734174,Second tier,377eb8,Belgium
KAS Eupen,50.626358,6.045369,Second tier,377eb8,Belgium
Lierse,51.144277,4.573785,Second tier,377eb8,Belgium
Lommel United,51.239551,5.307309,Second tier,377eb8,Belgium
Patro Eisden Maasmechelen,50.994414,5.703787,Second tier,377eb8,Belgium
Roeselare,50.95204,3.105424,Second tier,377eb8,Belgium
Seraing United,50.600632,5.503696,Second tier,377eb8,Belgium
Tubeke,50.683828,4.200461,Second tier,377eb8,Belgium
Union Saint-Gilloise,50.817805,4.329302,Second tier,377eb8,Belgium
Virton,49.562394,5.530962,Second tier,377eb8,Belgium
WS Brussel,50.855113,4.310571,Second tier,377eb8,Belgium
CA Ciclón,-21.5214458674,-64.7335159779,First tier,e41a1c,Bolivia
CA Nacional Potosí,-19.57874977,-65.7615101337,First tier,e41a1c,Bolivia
CD Oriente Petrolero,-17.7960160764,-63.1838268042,First tier,e41a1c,Bolivia
CD San José,-17.9462375168,-67.1116054058,First tier,e41a1c,Bolivia
Club Blooming,-17.7960160764,-63.1838268042,First tier,e41a1c,Bolivia
Club Jorge Wilstermann,-17.3792126776,-66.1616903543,First tier,e41a1c,Bolivia
Club Petrolero de Yacuiba,-22.023968739,-63.6840319633,First tier,e41a1c,Bolivia
Club Real Potosí,-19.57874977,-65.7615101337,First tier,e41a1c,Bolivia
Club The Strongest / Club Bolívar,-16.4993300286,-68.1226801872,First tier,e41a1c,Bolivia
Club Universitario San Francisco Xavier,-19.033640857,-65.2578663826,First tier,e41a1c,Bolivia
Sport Boys Warnes,-17.5147811238,-63.161931932,First tier,e41a1c,Bolivia
Borac,44.7761,17.1996,First tier,e41a1c,Bosnia and Herzegovina
Čelik,44.20575,17.907083,First tier,e41a1c,Bosnia and Herzegovina
Drina,44.383417,19.104699,First tier,e41a1c,Bosnia and Herzegovina
Mladost,44.109658,18.117302,First tier,e41a1c,Bosnia and Herzegovina
Olimpic,43.846111,18.358889,First tier,e41a1c,Bosnia and Herzegovina
Radnik,44.754444,19.225,First tier,e41a1c,Bosnia and Herzegovina
Rudar,44.711251,21.175266,First tier,e41a1c,Bosnia and Herzegovina
Sarajevo,43.873889,18.408611,First tier,e41a1c,Bosnia and Herzegovina
Široki Brijeg,43.378696,17.598016,First tier,e41a1c,Bosnia and Herzegovina
Slavija,43.829365,18.367097,First tier,e41a1c,Bosnia and Herzegovina
Sloboda,44.54172,18.661528,First tier,e41a1c,Bosnia and Herzegovina
Travnik,44.224705,17.645403,First tier,e41a1c,Bosnia and Herzegovina
Velež,43.378384,17.854382,First tier,e41a1c,Bosnia and Herzegovina
Vitez,44.154014,17.788373,First tier,e41a1c,Bosnia and Herzegovina
Željezničar,43.846667,18.387222,First tier,e41a1c,Bosnia and Herzegovina
Zrinjski,43.345556,17.795278,First tier,e41a1c,Bosnia and Herzegovina
Botswana Defence Force XI FC,-24.6022064279,25.8596947789,First tier,e41a1c,Botswana
Gaborone United FC / Mochudi Centre Chiefs SC / Township Rollers FC,-24.6550910416,25.9405767918,First tier,e41a1c,Botswana
Gilport Lions (Botswana Meat Commission) / Extension Gunners FC,-25.2204379466,25.6893342733,First tier,e41a1c,Botswana
Green Lovers FC,-22.394123,26.723123,First tier,e41a1c,Botswana
Jwaneng Galaxy FC,-24.595246,24.735555,First tier,e41a1c,Botswana
Miscellaneous SC Serowe / Motlakase Power Dynamos / Botswana Railways Highlanders,-21.9726583919,27.8516721725,First tier,e41a1c,Botswana
Nico United / FC Satmos,-21.9726583919,27.8516721725,First tier,e41a1c,Botswana
Orapa United FC,-21.3344175116,25.365870595,First tier,e41a1c,Botswana
Police XI,-25.0262389003,25.7466959953,First tier,e41a1c,Botswana
Sankoyo Bush Bucks FC,-20.016208,23.405664,First tier,e41a1c,Botswana
Associacao Atletica Ponte Preta,-22.91357975,-47.05132663,First tier,e41a1c,Brazil
Chapecoense,-27.10410858,-52.60683596,First tier,e41a1c,Brazil
Corinthians,-23.54855636,-46.66523874,First tier,e41a1c,Brazil
Coritiba,-25.42109615,-49.25955176,First tier,e41a1c,Brazil
Cruzeiro,-19.86591023,-43.97106975,First tier,e41a1c,Brazil
Figueirense,-27.58571051,-48.58650774,First tier,e41a1c,Brazil
Flamengo / Fluminense,-22.91206776,-43.23013365,First tier,e41a1c,Brazil
Goiás,-16.69906277,-49.23414588,First tier,e41a1c,Brazil
Grêmio,-30.06043535,-51.21331573,First tier,e41a1c,Brazil
Internacional,-30.06556097,-51.23583287,First tier,e41a1c,Brazil
Joinville,-26.31681519,-48.83347213,First tier,e41a1c,Brazil
Mineiro,-19.86591023,-43.97106975,First tier,e41a1c,Brazil
Palmeiras,-23.2804035,-47.28800476,First tier,e41a1c,Brazil
Paranaense,-25.43950098,-49.25583959,First tier,e41a1c,Brazil
Recife,-8.062995419,-34.90302265,First tier,e41a1c,Brazil
Santos,-23.95109666,-46.33889437,First tier,e41a1c,Brazil
São Paulo,-23.60011302,-46.72009259,First tier,e41a1c,Brazil
Vasco da Gama,-22.91206776,-43.23013365,First tier,e41a1c,Brazil
ABC FC,-5.8891776722,-35.1792704391,Second tier,377eb8,Brazil
AC Goianiense,-16.6990627728,-49.2341458797,Second tier,377eb8,Brazil
América FC (Minas Gerais),-19.9085589969,-43.9178144932,Second tier,377eb8,Brazil
Boa Esporte Clube,-21.5700219007,-45.4142725468,Second tier,377eb8,Brazil
Botafogo FR,-22.8932257168,-43.2923126221,Second tier,377eb8,Brazil
Ceará SC,-3.8072515443,-38.5224705935,Second tier,377eb8,Brazil
Clube Atlético Bragantino,-22.9653973387,-46.536937952,Second tier,377eb8,Brazil
Clube de Regatas Brasil,-9.6708203795,-35.7594949007,Second tier,377eb8,Brazil
Clube Náutico Capibaribe,-8.0405754299,-34.8969125748,Second tier,377eb8,Brazil
Criciuma EC,-28.6842958082,-49.3676126003,Second tier,377eb8,Brazil
EC Bahia,-12.9788142613,-38.5043013096,Second tier,377eb8,Brazil
EC Vitória,-12.9462299045,-38.417853713,Second tier,377eb8,Brazil
Luverdense EC,-13.0744985643,-55.9241116047,Second tier,377eb8,Brazil
Macaé Esporte FC,-22.3564858272,-41.7715859413,Second tier,377eb8,Brazil
Mogi Mirim Esporte Clube,-22.4393082893,-46.9620251656,Second tier,377eb8,Brazil
Oeste Futebol Club,-21.592035548,-48.8059473038,Second tier,377eb8,Brazil
Paraná Clube,-25.4395009768,-49.2558395863,Second tier,377eb8,Brazil
Paysandu SC,-1.3811555819,-48.4439563751,Second tier,377eb8,Brazil
Sampaio Corrêa FC,-2.5362888716,-44.2891770601,Second tier,377eb8,Brazil
Santa Cruz FC,-8.2787655768,-35.9729290009,Second tier,377eb8,Brazil
Beroe Stara Zagora,42.43276952,25.6152463,First tier,e41a1c,Bulgaria
Botev Plovdiv,42.13989523,24.7644496,First tier,e41a1c,Bulgaria
Cherno More Varna,43.21570106,27.93136597,First tier,e41a1c,Bulgaria
Levski Sofia,42.70530351,23.36317241,First tier,e41a1c,Bulgaria
Litex Lovech,43.14318395,24.72479582,First tier,e41a1c,Bulgaria
Lokomotiv Plovdiv,42.13378907,24.77153063,First tier,e41a1c,Bulgaria
Ludogorets Razgrad,42.68751442,23.33522916,First tier,e41a1c,Bulgaria
Montana,43.3985464,23.22539806,First tier,e41a1c,Bulgaria
Pirin,42.02677419,23.10012817,First tier,e41a1c,Bulgaria
Slavia Sofia,42.67519076,23.27194512,First tier,e41a1c,Bulgaria
Antofagasta,-23.67014863,-70.40454268,First tier,e41a1c,Chile
Audax Italiano La Florida SADP,-33.5407687,-70.5783391,First tier,e41a1c,Chile
CD Palestino,-33.5206861,-70.6730747,First tier,e41a1c,Chile
Club Deportes Iquique,-20.24236295,-70.13312995,First tier,e41a1c,Chile
Cobresal,-26.25191207,-69.62872982,First tier,e41a1c,Chile
Colo Colo,-33.50656617,-70.60599804,First tier,e41a1c,Chile
Huachipato,-36.75517946,-73.1074369,First tier,e41a1c,Chile
O'Higgins,-34.17782745,-70.73749602,First tier,e41a1c,Chile
San Luis de Quillota,-32.88747076,-71.25184178,First tier,e41a1c,Chile
San Marcos de Arica,-18.48755603,-70.29903531,First tier,e41a1c,Chile
Santiago Wanderers,-33.01439445,-71.53524399,First tier,e41a1c,Chile
Unión Española,-33.40453129,-70.65903068,First tier,e41a1c,Chile
Unión La Calera,-32.78417173,-71.19947433,First tier,e41a1c,Chile
Universidad Católica,-33.39595503,-70.50062478,First tier,e41a1c,Chile
Universidad de Chile,-33.46446079,-70.61062753,First tier,e41a1c,Chile
Universidad de Concepción,-36.75517946,-73.1074369,First tier,e41a1c,Chile
Beijing Guoan FC,39.9295214966,116.4410018921,First tier,e41a1c,China
Changchun Yatai FC,43.8367865773,125.3904551268,First tier,e41a1c,China
Chongqing Lifan FC,29.5286717564,106.5021622181,First tier,e41a1c,China
Guangzhou Evergrande Taobao FC,23.1404882412,113.3194148541,First tier,e41a1c,China
Guangzhou R&F FC,22.5621885417,114.0868967772,First tier,e41a1c,China
Guizhou Renhe FC,26.620749514,106.6057598591,First tier,e41a1c,China
Hangzhou Greentown FC,30.2683245938,120.1288568974,First tier,e41a1c,China
Henan Jianye FC,34.7166368092,113.7253510952,First tier,e41a1c,China
Jiangsu Guoxin-Sainty FC,32.0105095798,118.7197369337,First tier,e41a1c,China
Liaoning Whowin FC,41.8091044266,123.3206158876,First tier,e41a1c,China
Shandong Luneng Taishan FC,36.6562495646,117.1101808548,First tier,e41a1c,China
Shanghai Shenhua FC,31.2733103815,121.4763987064,First tier,e41a1c,China
Shanghai Shenxin FC,28.6852793752,115.9229117632,First tier,e41a1c,China
Shanghai SIPG FC,31.1833333079,121.4375764132,First tier,e41a1c,China
Shijiazhuang Yongchang FC,38.0412471458,114.5291447639,First tier,e41a1c,China
Tianjin Teda FC,39.0304400361,117.7189832926,First tier,e41a1c,China
Beijing Enterprises Group FC,39.9455133867,116.5240430832,Second tier,377eb8,China
Beijing Institute of Technology FC,39.9579653874,116.3095790148,Second tier,377eb8,China
Dalian Aerbin FC,39.0953509321,121.7191278934,Second tier,377eb8,China
Guizhou Zhicheng FC,26.5651053199,106.6966223717,Second tier,377eb8,China
Harbin Yiteng FC,45.7520361505,126.7009234428,Second tier,377eb8,China
Hebei China Fortune FC,38.0412471458,114.5291447639,Second tier,377eb8,China
Hunan Xiangtao FC,28.1816948841,112.9774546623,Second tier,377eb8,China
Jiangxi Liansheng,28.674444,116.023333,Second tier,377eb8,China
Nei Mongol Zhongyou FC,40.8511749972,111.6505229473,Second tier,377eb8,China
Qingdao Hainiu FC,36.0993293164,120.3516633294,Second tier,377eb8,China
Qingdao Jonoon FC,36.0587312947,120.3442811966,Second tier,377eb8,China
Shenzhen FC,23.0356347897,114.441576004,Second tier,377eb8,China
Tianjin Songjiang FC,39.0733860424,117.169522047,Second tier,377eb8,China
Wuhan Zall FC,30.58903001,114.2681980133,Second tier,377eb8,China
Xinjiang Tianshan Leopard FC,43.8789717554,87.5583207607,Second tier,377eb8,China
Yanbian Changbaishan FC,42.7605228521,129.376115799,Second tier,377eb8,China
Alianza Petrolera,7.072955,-73.864635,First tier,e41a1c,Colombia
Asociación Deportivo Cali,3.429847,-76.541179,First tier,e41a1c,Colombia
Asociación Deportivo Pasto,1.198061,-77.277682,First tier,e41a1c,Colombia
Atlético Huila,2.935798,-75.280123,First tier,e41a1c,Colombia
Atlético Nacional / Deportivo Independiente Medellín,6.256773,-75.59025,First tier,e41a1c,Colombia
Club Deportes Tolima,4.429594,-75.218239,First tier,e41a1c,Colombia
Club Deportivo Junior,10.926923,-74.800512,First tier,e41a1c,Colombia
Cúcuta Deportivo,7.894637,-72.501799,First tier,e41a1c,Colombia
Deportivo Boyacá Chicó,5.542265,-73.353267,First tier,e41a1c,Colombia
Envigado,6.164513,-75.599113,First tier,e41a1c,Colombia
Jaguares,8.764444,-75.870118,First tier,e41a1c,Colombia
La Equidad,4.623335,-74.135259,First tier,e41a1c,Colombia
Millonarios / Santa Fe,4.645915,-74.077528,First tier,e41a1c,Colombia
Once Caldas,5.056447,-75.489678,First tier,e41a1c,Colombia
Patriotas,5.542265,-73.353267,First tier,e41a1c,Colombia
Talento Dorado,4.804569,-75.752057,First tier,e41a1c,Colombia
Tuluá,4.074891,-76.20159,First tier,e41a1c,Colombia
Universidad Autónoma del Caribe,10.926923,-74.800512,First tier,e41a1c,Colombia
AD Belén Siglo XXI,9.9770028331,-84.1928780079,First tier,e41a1c,Costa Rica
AD Carmelita / LD Alajuelense,10.0217651018,-84.2090141773,First tier,e41a1c,Costa Rica
AD Filial Club Universidad de Costa Rica,9.9446119905,-84.0439684872,First tier,e41a1c,Costa Rica
AD Municipal Liberia,10.6359769712,-85.4333889484,First tier,e41a1c,Costa Rica
AD Santos de Guápiles,10.2115064049,-83.7899296979,First tier,e41a1c,Costa Rica
CS Cartaginés,9.8584717886,-83.9187133312,First tier,e41a1c,Costa Rica
CS Herediano,9.9994930382,-84.1229957342,First tier,e41a1c,Costa Rica
CS Uruguay de Coronado,9.973003355,-84.0069633722,First tier,e41a1c,Costa Rica
Deportivo Saprissa,9.9655167496,-84.07533288,First tier,e41a1c,Costa Rica
Limón FC,9.9924349689,-83.033208847,First tier,e41a1c,Costa Rica
Municipal de Pérez Zeledón,9.368820759,-83.704662323,First tier,e41a1c,Costa Rica
AD Aserrí,9.862150271,-84.09158706,Second tier,377eb8,Costa Rica
AD Cariari Pococí,10.3633017052,-83.7326431274,Second tier,377eb8,Costa Rica
AD Cartagena,10.3886403905,-85.677638948,Second tier,377eb8,Costa Rica
AD Cofutpa,10.057715,-84.429782,Second tier,377eb8,Costa Rica
AD Grecia,10.0727272884,-84.3113994598,Second tier,377eb8,Costa Rica
AD Guanacasteca,10.1390326254,-85.4549539089,Second tier,377eb8,Costa Rica
AD Juventud Escazuceña,9.9133646379,-84.1378337145,Second tier,377eb8,Costa Rica
AD Municipal Coto Brus,8.8237556172,-82.9723548889,Second tier,377eb8,Costa Rica
AD Municipal Turrialba,9.9059083734,-83.681230545,Second tier,377eb8,Costa Rica
AD San Carlos,10.3211680451,-84.4288158417,Second tier,377eb8,Costa Rica
AD Saprissa de Corazón JVC,9.9655167496,-84.07533288,Second tier,377eb8,Costa Rica
AS Puma Generaleña,9.3608333333,-83.7075,Second tier,377eb8,Costa Rica
Asociación Deportiva y Recreativa Jicaral Sercoba,9.9583047195,-85.1195061207,Second tier,377eb8,Costa Rica
CD Barrio México,9.9463160179,-84.056879282,Second tier,377eb8,Costa Rica
Jacó Rays FC,9.9092798308,-84.5242810249,Second tier,377eb8,Costa Rica
Puntarenas FC,9.976400537,-84.8387807608,Second tier,377eb8,Costa Rica
Real Pococí FC,10.2426817065,-83.8028163195,Second tier,377eb8,Costa Rica
Selección de Osa,8.9710494,-83.520641,Second tier,377eb8,Costa Rica
GNK Dinamo Zagreb,45.8187806404,16.017884016,First tier,e41a1c,Croatia
HNK Hajduk Split,43.5195127074,16.4315718412,First tier,e41a1c,Croatia
HNK Rijeka,45.3391906228,14.3809586763,First tier,e41a1c,Croatia
NK Inter Zaprešić,45.8648251765,15.7996433973,First tier,e41a1c,Croatia
NK Istra 1961,44.861671506,13.8514208794,First tier,e41a1c,Croatia
NK Lokomotiva Zagreb,45.8187806404,16.017884016,First tier,e41a1c,Croatia
NK Osijek,45.5449066319,18.6957263947,First tier,e41a1c,Croatia
NK Slaven Belupo Koprivnica,46.1661897767,16.8348312378,First tier,e41a1c,Croatia
NK Zagreb,45.8045944933,15.960688591,First tier,e41a1c,Croatia
RNK Split,43.5190692511,16.4440870285,First tier,e41a1c,Croatia
Camagüey,21.3786425996,-77.9098087549,First tier,e41a1c,Cuba
FC Ciego de Ávila,22.117509025,-78.6315268278,First tier,e41a1c,Cuba
FC Cienfuegos,22.1359751086,-80.4442065954,First tier,e41a1c,Cuba
FC Guantánamo,20.13498001,-75.1960730553,First tier,e41a1c,Cuba
FC La Habana,23.1073306701,-82.412840724,First tier,e41a1c,Cuba
FC Las Tunas,21.3173923931,-76.9332700968,First tier,e41a1c,Cuba
FC Villa Clara,22.3647906326,-79.5641309023,First tier,e41a1c,Cuba
Isla de La Juventud,21.8785844214,-82.8039121628,First tier,e41a1c,Cuba
Sancti Spíritus,21.9328796171,-79.4332766533,First tier,e41a1c,Cuba
Santiago de Cuba,20.0297811429,-75.8149069548,First tier,e41a1c,Cuba
AEK,34.9255513,33.59982312,First tier,e41a1c,Cyprus
Anorthosis / Doxa,34.93734221,33.62077117,First tier,e41a1c,Cyprus
APOEL / Omonia,35.11454208,33.3628875,First tier,e41a1c,Cyprus
Apollon / AEL / Aris,34.70093331,33.02272439,First tier,e41a1c,Cyprus
Ayia Napa / Enosis,35.03084415,33.98721993,First tier,e41a1c,Cyprus
Ermis,34.94853344,33.58783364,First tier,e41a1c,Cyprus
Ethnikos,35.03409023,33.76484334,First tier,e41a1c,Cyprus
Nea Salamina,34.92989228,33.6131376,First tier,e41a1c,Cyprus
